Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,BLAW308
230726B,4,N,26,35,0:0NA,0:0NA,1:1D,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,88,27,1:1B,1:0F,1:1C,2:1C,1:1C,3:0F,1:1B,1:1D,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0
230726B,7,Y,70,52,1:1A,1:1A,1:1A,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1B+,1:1D+,1:1B,1:0,1:1B
230726B,7,Y,95,55,1:1A,1:1C+,1:1A,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1A,1:1B-,1:1B,1:1B,1:1B
230726B,9,Y,78,46,1:1A,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,3:1A-,2:1CR,5:0,1:1B-,1:1C,0:0NA,1:1C
230726B,7,N,12,107,1:1D,1:1C,1:1A,1:1D,1:1B,2:0D-,0:0NA,2:1C+,1:1D,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,2:1B,1:1C+,1:1D+,0:0NA,1:1B
230726B,5,Y,57,63,0:0NA,1:1A,1:1B-,0:0NA,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1C,1:1C-,1:1C+,1:1C+,1:1B-
230726B,1,N,0,60,0:0NA,0:0NA,1:0,1:1C,2:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,2:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,70,24,0:0NA,0:0NA,2:1D-,2:1C,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,4:0F,0:0NA,1:0NC,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,1,N,68,9,1:1A,1:1B,1:1A,1:1A,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1B,2:1CR,1:0,1:1B-,1:1B-,1:1C-,1:1C
230726B,7,N,0,73,2:0F,1:0F,1:1B-,1:1C-,2:1D,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU,1:0WU,1:0WU
230726B,5,Y,62,82,1:1A-,1:1C+,1:1B-,1:1A,1:1C,1:1A,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,1:1B,2:1CR,2:1D+,1:1B,1:1C,1:0W,1:1B+
230726B,1,N,66,0,0:0NA,0:0NA,1:1B,0:0NA,1:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,12,23,0:0NA,0:0NA,0:0NA,1:1C,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,9,125,1:1B,1:1D+,2:1B+,0:0NA,2:1C,1:1B,0:0NA,0:0NA,1:1A,2:0F,0:0NA,0:0NA,1:1B+,2:1CR,1:1A,1:1C+,1:1C-,1:1A,1:1B+
230726B,2,N,70,15,1:1A,1:1B-,1:1B,1:1A-,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:1CR,0:0NA,1:1C+,1:1B-,1:1B,1:1C
230726B,2,N,0,44,2:1B,1:1C,1:1C-,1:1B,2:1B,3:1C,1:1A,1:1C,2:1C-,0:0NA,0:0NA,0:0NA,1:1C+,1:1CR,1:1C-,1:1B-,1:1B-,1:1D,0:0NA
230726B,4,N,0,37,0:0NA,0:0NA,0:0NA,1:1B-,1:1C,1:1D,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,N,37,76,1:1C,1:1C,1:1A,1:1B,1:1D,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,2:1B-,2:1CR,0:0NA,2:1C,1:1C-,1:1C-,1:1D+
230726B,2,N,10,41,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,N,21,78,0:0NA,0:0NA,0:0NA,4:0,1:1A,1:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,19.7,15,1:1C,0:0NA,0:0NA,1:0,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,70,10,1:1B,1:1C,1:1B,1:1A,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1C-,1:1C,1:1C+,1:0F,1:1D+
230726B,13,Y,0,132,1:1C+,2:1D+,1:1B,1:1B,1:1C+,2:1B,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1A-,2:1CR,1:1C,1:1C+,1:1B-,0:0NA,1:1C-
230726B,3,N,12,68,2:0F,0:0NA,1:1D,1:1B+,1:1B,2:0F,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,0,30,0:0NA,0:0NA,1:1B,1:1B+,1:1C,0:0NA,1:1B-,1:1A,0:0NA,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,39,45,1:1C,1:1C,1:1A,1:1B,1:1C,2:1C,2:0,0:0NA,0:0NA,0:0NA,0:0NA,2:1D-,1:1C,1:1CR,1:1B+,2:1C,2:0,1:1D+,3:1C
230726B,3,N,70,12,1:1C,1:1B,1:1B,1:1B,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,1:1D-
230726B,6,N,37,49,1:1A,1:1A,1:1A,1:1C-,1:1D+,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,4:1CR,0:0NA,1:1B+,1:1D+,1:1C,0:0NA
230726B,4,N,70,22,1:1A,1:1B,1:1A,1:1A,1:1A,1:1C,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,2:1C-,0:0NA,1:1C,1:1B+,0:0NA
230726B,2,N,3,21,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,6,Y,0,144,1:1C,2:1C,1:1B+,1:1B,1:1C,1:1D,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1CR,2:1D+,2:1C+,1:1B-,1:1C+,1:1C+
230726B,9,Y,87,68,1:1C,1:1C,1:1B-,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:1CR,2:1C-,1:1D,2:1C+,1:1D-,1:1B-
230726B,4,Y,0,145,1:1C,1:1B,1:1B,1:1C,1:1C+,1:1C,0:0NA,1:0F,2:1B-,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1C+,1:1B,1:1C+,1:1D,1:1C
230726B,6,N,152,6,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,9,N,70,55,1:1C,1:1A,1:1A,1:1B,1:1C,1:1A,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,2:1CR,1:1A,1:1B-,1:1B-,1:1C,1:1B
230726B,10,Y,0,135,1:1B,1:1B+,1:1A,0:0NA,1:1C,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1B-,1:1C,1:1A-,2:1B+,1:1A-
230726B,1,N,65,9,1:1B,1:1C,1:1A,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1A,1:1C,1:1B+,1:1B,0:0NA
230726B,10,Y,12,168,1:1C,2:1B,2:1B+,1:1B+,1:1C+,1:1B,0:0NA,1:0,0:0NA,3:0WU,0:0NA,1:1C,1:1A-,1:1CR,1:1B,1:1B,1:1C-,2:1A,1:1B-
230726B,9,N,64,42,1:1D-,2:0F,1:1C+,2:1B+,1:1D,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1C,1:0NC,3:0F,1:1C+,2:1C+,1:1D-,2:1C
230726B,1,N,111,0,1:1A-,1:1B-,1:1A,1:1A-,1:1C,1:1C,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1CR,1:1B,1:1B-,1:1A-,2:0,1:1D+
230726B,2,N,19,20,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1C+,0:0NA,0:0NA,0:0NA,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,0,70,1:0F,0:0NA,0:0NA,2:0,2:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,12,Y,0,151,1:1C,1:1A-,1:1A-,1:1A,1:1B,1:1B-,0:0NA,1:1B,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1B+,1:1D+,1:1C+,0:0NA,1:1C-
230726B,9,Y,70,61,1:1C,1:1C,2:0,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A-,2:0,1:1C-,2:0,1:1B+,1:1C-,1:1C
230726B,5,N,3,43,0:0NA,0:0NA,2:1C,2:0,1:1C,0:0NA,0:0NA,4:0F,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1D-,1:1B,0:0NA,0:0NA
230726B,1,N,81,0,1:1B,1:1A,1:1A,1:0,1:1B,1:1B,1:1A,1:1A,1:0A,0:0NA,0:0NA,1:1A,1:1B+,1:1CR,0:0NA,1:1A,1:1B+,1:1C+,2:0
230726B,9,Y,70,64,2:1B,1:1B,1:1C,3:1A-,1:1B,1:1B,0:0NA,0:0NA,2:1A-,1:1A,0:0NA,1:1A,1:1B,1:1CR,1:1B,1:1B,1:1C+,2:0,2:1B
230726B,7,N,89.5,64,1:1C,1:1C+,2:1C+,1:1C,1:1D+,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1C,3:1B-,3:1CR,2:1C,1:1C,1:1C,2:1C-,1:1B-
230726B,2,N,9,29,2:1C,1:1C+,1:1C,1:1A,2:1C,1:1C,1:0,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,2:1C+,1:1C,1:1B,1:1B-,2:1C
230726B,9,Y,95,58,1:1A,1:1A,1:1C,2:1B+,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,3:0,3:1CR,2:1D,1:1B-,2:1B,0:0NA,2:1C+
230726B,3,N,0,0,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,N,1,57,1:1C,1:0,1:1C+,1:1A,1:1C,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,13,Y,16,122,1:1B,2:0,1:1C+,1:1B+,1:1D,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C,4:1CR,1:1B,1:1D+,1:1B,1:1C,2:1C
230726B,4,N,61,6,1:1B,1:1B,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,64,18,1:1C,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,1:1C,1:0,0:0NA,0:0NA,1:1D,1:1B,4:0,1:1B-,1:0F,1:0F,2:0,2:0F
230726B,8,Y,13,115,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1C-,1:1C-,1:1D+,1:1C,1:1B-
230726B,2,N,54,21,2:1B,1:1B,1:1B,1:1A,1:1C+,1:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1C+,1:1A,1:1B,1:1C+,0:0NA
230726B,5,N,0,39,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,13,Y,9,136,1:1B,1:1B+,1:1A,1:1A,2:0,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,2:1CR,1:1C+,1:1A,1:1B+,1:1B+,1:1C+
230726B,4,N,0,0,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,61,73,1:1C,2:1C,1:1A,1:1C,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,4:1A-,1:1B,1:1B,1:1C+,1:1A-
230726B,7,N,196,72,1:1B,1:1A,1:1B,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,1:1CR,1:1C,1:1B-,1:1A-,1:1B,1:1B-
230726B,5,N,0,54,1:1D,0:0NA,1:0,1:1B,1:1C,1:1C,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,Y,115,49,1:1B,1:1B,1:1B,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1A,1:1CR,1:1C,1:1C,1:1C,1:1C,1:1C+
230726B,4,N,0,9,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,Y,3,132,2:0B,1:1B,1:1B-,1:1B+,1:1B+,1:1B,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1C+,1:1CR,1:1B,1:1A-,1:1B,1:1B-,1:1B+
230726B,8,Y,77.2,81,1:1C,1:1C,2:1A,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1B,1:1B+,1:1CR,1:1B,1:1C,1:1C-,1:1C-,1:1B+
230726B,12,Y,3,125,2:1B,1:1C,1:1C,1:1B,2:1B,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1B-,1:1B-,1:1B-,1:1C,1:1B+
230726B,5,Y,70,62,1:1A,1:1C-,1:1A,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,1:1C,2:1C+,1:1C,1:1C+,1:1C
230726B,7,Y,6,128,1:1B,1:1B+,1:1B+,1:1A,1:1B-,1:1B,0:0NA,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,1:1B,4:1CR,1:1B,1:1C,1:1A,2:1A,1:1C+
230726B,1,N,0,52,0:0NA,0:0NA,1:0F,1:0F,1:0F,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,5,Y,70,69,1:1A,0:0NA,1:1A,1:1A,1:1C,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1D,1:1A-,5:1CR,1:1C,1:1C-,1:1D,1:1C,3:0A
230726B,12,Y,14,107,2:0,2:0,1:1B+,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,3:0,2:1CR,2:1C+,3:0,1:1B-,1:0,1:1B
230726B,2,Y,3,119,1:1C,1:1C,1:1C-,2:0,1:1B+,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,2:1C-,1:1C-,2:1C+,1:1D-,1:1A-
230726B,8,Y,27,115,1:1B,1:1C,1:1A,1:1B+,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,5:0,1:1B,1:1C,1:1B,1:1B-,1:1C+
230726B,7,N,70,50,1:1A,1:1C,1:1A,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1A,1:1A-,1:1A-,1:1A,1:1B+
230726B,5,N,59,13,3:0F,1:0F,1:1B,1:1D,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA
230726B,12,Y,0,123,1:1B,1:1D-,1:1C,1:1B+,1:1B-,1:1C,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1A-,1:1C-,1:1D+,1:1D,1:1B+
230726B,4,Y,70,52,1:1A,1:1B,1:1A,1:1B,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,2:1CR,1:1D+,1:1C,1:1C+,1:1C-,1:1C+
230726B,4,N,0,21,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,Y,9,139,1:1C,2:1D-,1:1C+,2:1A-,2:1C,2:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,3:1CR,1:1C-,1:1C+,1:1C,2:1C,1:1B
230726B,6,N,70,28,1:1B,1:1C,1:1B,1:1B,1:1C,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,3:0,1:1B,1:1CR,2:1B,1:1C-,2:0,1:1C,3:0
230726B,4,Y,0,150,1:1C,1:1C,1:1C,2:1B,2:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,3:0,2:1CR,1:1C,1:1B-,2:1B,1:1B,1:1C
230726B,5,Y,67,55,1:1,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A-,1:1CR,1:1C,2:1B+,1:1C,1:1A,1:1C
230726B,7,Y,70,61,2:0,1:1A,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B+,1:1CR,1:1A,1:1C,1:1B,1:1B+,2:1B+
230726B,4,N,56,9,0:0NA,0:0NA,1:1C-,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,31,28,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,2,N,66,0,1:1A,1:1B,1:1B+,1:0,2:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,2:1CR,1:1B,1:1C,1:1B-,2:1B,1:1B-
230726B,7,Y,99,52,1:1A,1:1A,1:1A,1:1A,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,1:1CR,1:1A,1:1B+,1:1B-,2:1C-,1:1C-
230726B,10,N,34,40,1:1A,1:1B,1:1B,1:1B,3:0F,1:1A,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1B,1:1B-,1:1C,1:1B-,1:0
230726B,8,N,3,95,0:0NA,0:0NA,1:1D+,1:1B+,1:1D,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1D,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA
230726B,14,Y,70,67,1:1A,1:1A,1:1A,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,6:1CR,1:1C-,2:1C,1:1D+,0:0NA,2:0
230726B,6,Y,70,55,2:1C,2:0,1:1B,1:1A,1:1C,1:1A,0:0NA,1:1B,1:0,0:0NA,0:0NA,0:0NA,2:1A-,2:1CR,3:1B,1:1B,1:1A-,1:1B,1:1B+
230726B,2,N,12,48,0:0NA,0:0NA,3:0WU,2:0,1:1C,1:0F,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,2:0,2:0,0:0NA,0:0NA
230726B,7,Y,12,121,2:0,1:1C,2:0,1:1B,2:1C,1:1A,0:0NA,0:0NA,2:1C,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,2:0,1:1C+,1:1B,1:1C-,1:1B-
230726B,4,N,31,18,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,7,N,138.3,39,1:1B,1:0,1:1C,1:1B,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,2:0,1:1C,1:1D+,0:0NA,1:1B-
230726B,4,N,0,57,0:0NA,0:0NA,0:0NA,1:1B,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,71.6,56,1:1A,1:1A,1:1A,1:1A,1:1A,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1A-,1:1A,1:1B+,1:1A,1:1A
230726B,5,Y,6,151,1:1D,2:1A-,2:1B,2:1A,1:1C,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,2:0,1:1C-,1:1B+,1:1B,2:1B+,1:1B
230726B,3,Y,73,52,1:1C,1:1B,1:1B,1:1B,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,1:1C,1:1A-,1:1CR,1:1D-,1:1C-,1:1B-,1:1C,1:1B-
230726B,7,N,0,52,0:0NA,0:0NA,1:1C-,1:1B,1:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,N,63.5,6,0:0NA,0:0NA,1:1B,3:1A-,3:1D,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,3:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,3,N,45.5,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,11,Y,6,124,2:1B,1:1C,1:1B,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1A-,2:1CR,1:1C,1:1B,1:1C,1:1D+,2:0
230726B,3,N,0,85,1:1C,1:1C,1:1C+,1:1A,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1CR,1:1C,1:1C+,1:1B,1:1B+,1:1C
230726B,5,Y,70,52,1:1B,1:1C,1:1A,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1A,1:1A,2:1A-,1:1B+,1:1A-
230726B,6,N,6,89,0:0NA,0:0NA,1:1B,1:1A,2:1D,2:1D,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+
230726B,11,N,12,57,0:0NA,0:0NA,1:1D+,1:1B-,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,8,Y,18,112,1:1B,1:1B,1:1B,1:1A,1:1B,2:1B-,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,2:1C,1:1B-,1:1D+,1:1C,1:1A
230726B,4,N,68.5,9,1:1A,1:1D,1:1A,2:1A,1:1B,1:1C,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0WU
230726B,4,Y,68,61,1:1B,1:1B,1:1B,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:1B,1:1D,0:0NA,0:0NA,1:1B+,1:1CR,1:1C,1:1A-,2:1B,1:1A-,1:1C+
230726B,8,N,0,27,0:0NA,0:0NA,0:0NA,1:1A-,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230726B,4,Y,0,122,1:1A-,1:1B,1:1A,1:1A,1:1B,1:1C+,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,1:1A,1:1A-,1:1A-,1:1A,1:1A
230726B,1,N,6,11,1:0F,0:0NA,0:0NA,1:1B,2:0,0:0NA,1:1C-,2:1C,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
