Major_Cd,N_Terms,Graduated,Transfer_Cr,Inst_Cr,ACCT220,ACCT230,BLAW280,COMP100,ECON160,ECON161,ENGL205,MATH103,SOM120,MATH150A,MATH150B,MATH140,BUS302,FIN303,MGT360,MKT304,SOM306,ECON308,MGT370,MKT380,BLAW308
230741B,4,N,70,31,1:1C,1:1B,1:1D,1:1C,1:1B,1:1B,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1C,4:1CR,1:1C+,2:1B-,1:1D,1:1C,2:1D,1:0,0:0NA,1:1D
230741B,8,Y,70,61,1:1C,1:1C,1:1B,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,2:1B-,3:1CR,1:1D,1:1C,1:1B,1:1D+,2:1C+,2:1C,0:0NA,1:1C
230741B,3,Y,70,61,1:1B,1:1C,1:1C,1:1A-,2:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1B,1:1C,1:1C,2:1D+,1:1C,1:1A-,0:0NA,1:1C-
230741B,8,Y,70,50,1:1C,1:1A,1:1C,1:1A,1:1B,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,3:1CR,1:0F,2:1C-,2:0,1:1B+,1:1D+,2:1A,0:0NA,1:1C
230741B,5,N,58,4,1:1B,0:0NA,1:1A,1:0B,2:0F,1:1C,1:1B,3:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,0,127,1:1D,1:1C,1:1B-,3:1C,2:1A,2:1A-,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1B+,2:1CR,1:1A-,1:1C,1:1B,1:1C+,1:1B,1:1A,0:0NA,1:1B+
230741B,5,N,0,15,0:0NA,0:0NA,0:0NA,3:1D+,1:0,0:0NA,0:0NA,1:1D,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,52,13,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,1:1B,1:1D,1:1C,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,6,68,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,69,0,2:1A-,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,70,6,1:1C,1:1C,0:0NA,1:1B,1:1A,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1A,0:0NA,0:0NA,0:0NA
230741B,1,N,70,0,1:1A,1:1B,1:1B,1:1A,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:0NC,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,28,97,3:1D,1:1D-,1:1A,1:1A,3:0,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,1:0NC,0:0NA,0:0NA,2:0,1:1D-,2:1D-,0:0NA,0:0NA,0:0NA
230741B,6,Y,73,62,1:1B,1:1C,1:1B,1:1C,1:1C,1:1B,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1A-,1:1A-,1:1CR,1:1C+,1:1C,1:1C-,1:1C,1:1C,1:1A-,0:0NA,1:1C+
230741B,4,N,0,30,0:0NA,0:0NA,0:0NA,1:1A-,1:0,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,63,16,1:1B,1:1D-,1:1B,1:1A,1:1CR,1:1B,1:1A,1:1D,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,61,72,1:1B,1:1B,1:1B,1:1C,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B-,3:1CR,3:1C+,1:1B-,1:1B,1:1B-,1:1C,2:1B,0:0NA,1:1B+
230741B,4,N,64,3,1:1D,0:0NA,0:0NA,1:1A,1:1B,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,83.6,10,1:1C,1:1A,1:1A,1:1A,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B-,1:1CR,1:1B+,1:1B,1:1B,1:1B+,0:0NA,0:0NA,0:0NA,1:1C+
230741B,6,N,0,35,0:0NA,0:0NA,0:0NA,4:0WU,1:0,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,62,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,70,30,1:1C,1:1B,1:1A,1:1A,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C,1:1B-,3:0NC,2:1C+,3:0,2:0F,2:1D-,1:0F,1:1D,0:0NA,1:0F
230741B,1,N,70,0,1:1A,2:1C,1:1C,1:1C,1:1C,1:1C,1:1B-,1:1B,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D+,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,0,22,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,0,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,65,0,1:1B,1:1B+,1:1B+,1:1A,1:1C,1:1A-,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,4:1B+,1:1B+,3:1B+,3:1B-,0:0NA,0:0NA,0:0NA,1:1A-
230741B,3,N,0,17,0:0NA,0:0NA,0:0NA,1:1B,1:0F,0:0NA,1:0F,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,Y,9,128,1:1B,1:1C-,1:1C-,1:1A,1:1C,1:1B-,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,1:1A-,1:1CR,2:1B,1:1A,2:1B-,1:1C,1:1C,1:1A,0:0NA,1:1C
230741B,3,Y,77,46,1:1B,1:1A,1:1A,0:0NA,1:1C,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B+,1:1CR,0:0NA,1:1B-,1:1B-,1:1C+,1:1B,1:1A-,0:0NA,1:1C
230741B,3,N,0,31,1:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,2:1A,1:1A,0:0NA,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,70,38,1:1C,1:1C,1:1B,1:1C,1:1B,1:1C,1:1C,1:0,0:0NA,0:0NA,0:0NA,1:1C,1:1C+,1:1CR,2:1D,1:1C+,1:1C,1:1C,1:1C,0:0NA,0:0NA,1:1C-
230741B,7,N,70,21,1:1C,1:1C,1:1C,0:0NA,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1D,2:0NC,1:0F,1:0F,1:1D+,1:0F,1:0F,0:0NA,0:0NA,1:1D+
230741B,7,N,9,58,1:1D,0:0NA,1:1C,1:1B,2:1B,0:0NA,1:1C-,3:0C,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,2:1C+,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,82,10,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,28.7,55,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,6,58,0:0NA,0:0NA,1:1C,3:1B,1:0WU,0:0NA,1:1D+,2:0F,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,0,13,1:1C,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,2,N,58,66,1:1B,1:1C,1:1B-,1:1A,1:1C,1:1C,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1A,1:1B,1:1A-,1:1B+,1:1D-,1:1A,0:0NA,1:1B-
230741B,7,N,29,43,0:0NA,0:0NA,0:0NA,1:1B,2:0F,0:0NA,0:0NA,1:1C-,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,2,N,59,9,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,Y,70,61,1:1C,1:1B-,1:1B,1:1A,1:1B,1:1C,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,1:1B-,1:1B-,1:1C,1:1B+,1:1C+,1:1A-,0:0NA,2:0
230741B,4,N,0,6,0:0NA,0:0NA,0:0NA,2:1B,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,88.7,9,0:0NA,0:0NA,1:1B,1:0W,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0W,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,9,11,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,0,1,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,Y,37,107,1:1B,1:1B,1:1D+,1:1B-,1:1C,2:1B,1:1B,0:0NA,1:1B-,0:0NA,0:0NA,1:1B+,1:1C,3:0,1:1C+,1:1C-,2:1A-,1:1C-,1:1C,1:1B+,0:0NA,1:1C-
230741B,6,N,0,23,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,Y,70,77,1:1A,1:1B-,1:1C+,1:1A,1:1B,1:1B,0:0NA,0:0NA,1:1B+,1:1A,1:1A,0:0NA,1:1B,3:1CR,1:1C+,1:1C+,1:1B-,1:1B,1:1C,1:1B-,0:0NA,1:1D+
230741B,5,Y,73.3,51,1:1C,1:1B,1:1A,1:1B,1:1B,1:1A,1:1A,1:1B+,0:0NA,0:0NA,0:0NA,1:1C,2:1A,2:1CR,0:0NA,1:1A-,1:1B-,1:1C-,1:1B+,1:1A,0:0NA,1:1B-
230741B,9,Y,70,50,1:1C,1:1B,1:1B,1:1C,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,2:1C+,3:1CR,1:1B-,1:1C+,2:1B-,1:1C,1:1C+,1:1B,0:0NA,1:1D+
230741B,3,N,0,6,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,62,0,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,Y,70,52,1:1C,1:1A,1:1A,0:0NA,1:1C,1:1B,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,0:0NA,1:1B+,1:1B,2:1B,1:1B,2:1B+,0:0NA,1:1C+
230741B,3,N,0,37,0:0NA,0:0NA,0:0NA,1:1B-,1:0F,1:0,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,Y,70,50,1:1C,1:1B,1:1B,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B-,1:1CR,1:1B,1:1C-,1:1B,1:1B,1:1B,2:1B,0:0NA,2:1B-
230741B,5,N,70,15,1:1C,1:1C,1:1A,1:1B,1:1C,1:1C,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1A,1:1C,2:0NC,1:1C,0:0NA,1:0F,1:1D,0:0NA,0:0NA,0:0NA,1:0F
230741B,7,Y,28,98,1:1B,1:1B,1:1C-,1:1B+,1:1B,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,2:1B,1:1B+,1:1CR,1:1C,1:1B-,1:1C+,1:1C-,1:1C,1:1A,0:0NA,1:1C+
230741B,8,Y,63,58,1:1C,1:1B,1:1C+,1:1A,1:1C,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,1:1C,4:1CR,1:1C,1:1C,1:1C,2:1D+,1:1D,2:1B,0:0NA,1:1D+
230741B,1,N,3,13,0:0NA,0:0NA,0:0NA,1:1A,1:1C,0:0NA,0:0NA,1:1A-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,16,12,1:1D,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,7,N,15,83,5:0,4:0,1:1C,5:0C,3:0D,1:1C+,0:0NA,0:0NA,2:0,0:0NA,0:0NA,5:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1D,0:0NA,0:0NA,4:0
230741B,6,N,64,24,1:1C,1:1C,1:1B,1:1A,1:1A,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1B+,0:0NA,0:0NA,0:0NA,1:1D+
230741B,4,N,0,9,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,1:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,Y,80,46,1:1B,1:1A,1:1A,0:0NA,1:1B,1:1C,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,0:0NA,1:1C+,1:1B,1:1C,1:1B,1:1A,0:0NA,1:1C
230741B,6,N,70,22,1:1C,2:1D,1:1B,1:1B,1:0F,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C+,1:0NC,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F
230741B,6,N,0,29,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,2:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,63,9,1:1,0:0NA,1:1B,2:0F,1:1B,1:1A,1:1B,1:1C,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,9,N,120,28,1:1D,3:1D,1:1C,1:1C,1:1A,1:1B,0:0NA,0:0NA,1:0,0:0NA,0:0NA,1:0,1:1C,3:0NC,1:0F,1:1D-,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:1C-
230741B,5,Y,59,72,1:1B,1:1B+,1:1B,1:1B,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,1:1A,1:1B,2:0,0:0NA,1:1B,1:1B,1:1B+,1:1B,2:1B,0:0NA,1:1B
230741B,7,Y,50,76,1:1D+,1:1B-,0:0NA,1:1A,1:1B,1:1C,1:1C,1:1C,1:0F,0:0NA,0:0NA,0:0NA,1:1B,1:1CR,1:1C,1:1C,1:1B+,1:1C,1:1B,1:1A,0:0NA,2:1B-
230741B,1,N,69,0,1:1,1:1B,1:1B,1:1A,1:1C,1:1B,1:1B,1:1A,0:0NA,0:0NA,0:0NA,1:1B,1:1B+,1:1CR,1:1C,1:1A,1:1B,1:1A-,0:0NA,0:0NA,0:0NA,1:1C+
230741B,7,N,70,33,1:1A,1:1A,1:1B,1:1B,1:1B,1:1C,1:1A,1:1A,0:0NA,0:0NA,0:0NA,1:1A,2:0,4:0NC,4:1C+,2:0F,2:0,2:1D,3:0,0:0NA,0:0NA,1:0F
230741B,4,Y,3,133,3:1C,1:1C-,2:1C,1:1B,2:1C,4:1C,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1A-,1:1B-,1:1CR,1:1C-,2:1C,1:1C,1:1C+,1:1B,1:1B,0:0NA,1:1C-
230741B,3,N,3,45,1:1B,1:1C,2:1C-,1:1C,1:1B,2:1C,1:0,1:1B,0:0NA,0:0NA,0:0NA,1:1C,1:1B,1:1CR,1:1A-,2:1B,2:1B-,1:1C+,0:0NA,1:1A-,0:0NA,1:0
230741B,7,N,44,65,1:1B,1:1C+,1:1B+,1:1A,1:1B+,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,64,25,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,63,109,1:1A,0:0NA,1:1C,1:1B,1:1C,1:1A,1:1A-,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,1:1B+,1:1CR,1:1C-,0:0NA,1:1C,1:1C,0:0NA,0:0NA,0:0NA,1:1C+
230741B,1,N,70,15,1:1B,1:1D,1:1A,1:1A,1:1A-,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,3,N,7,34,0:0NA,0:0NA,1:1C-,1:1C+,2:0,0:0NA,0:0NA,2:0,0:0NA,0:0NA,0:0NA,1:1B-,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,6,N,0,36,0:0NA,0:0NA,0:0NA,1:1C-,0:0NA,0:0NA,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,12,13,0:0NA,0:0NA,0:0NA,1:1D,1:1C,0:0NA,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,9,Y,36,103,1:1B,1:1B,1:1B,2:0,3:0,1:1B,0:0NA,1:1C+,0:0NA,0:0NA,0:0NA,1:1A-,1:1B+,1:1CR,1:1B+,1:1B,2:1C+,1:1C-,1:1B-,1:1A,0:0NA,1:1B-
230741B,6,Y,70,68,1:1C,1:1B,1:1C+,1:1B,2:1B+,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1A-,1:1CR,2:0,4:0,2:1C+,1:1A-,1:1C,2:0,0:0NA,2:0
230741B,1,N,63,9,1:1C,1:1C,1:1A,1:1B,1:1C,1:1C,0:0NA,1:1D,0:0NA,0:0NA,0:0NA,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,N,3,31,0:0NA,0:0NA,0:0NA,1:1A-,2:1D,1:0F,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,56,7,0:0NA,0:0NA,2:0,1:1B+,1:0W,0:0NA,2:0,1:1C,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,Y,68,68,1:1B,1:1B,1:1D+,3:0,1:1B,1:1B,0:0NA,0:0NA,1:1C+,1:1A,0:0NA,0:0NA,1:0W,2:0,1:1B,2:1C,1:1D,1:1B,1:1C,2:1B,0:0NA,2:1C-
230741B,4,N,49,13,1:1C,1:1C,1:1B,2:0WU,2:0,1:1B,2:0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,9,Y,59,73,2:1D,2:1C,1:1C,1:1B,1:1C,2:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:1C,2:1B+,2:1CR,2:1C-,2:1B,3:1C+,2:1C,1:1C,1:1A-,0:0NA,2:1C-
230741B,4,N,53,23,1:1A,1:0F,0:0NA,1:1B,1:1B,2:0,1:1B,1:0WU,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,4,N,3,72,1:1D,0:0NA,1:1C,1:1B,0:0NA,0:0NA,0:0NA,3:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,1:0F
230741B,4,N,70,43,0:0NA,0:0NA,1:1C,1:1B,1:1C,1:1C,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,2:0F,0:0NA,0:0NA,1:1D,1:1C+,2:1C,0:0NA,0:0NA,1:1B-,0:0NA,2:1C+
230741B,1,N,88,0,1:1,1:1,3:0F,1:0B,1:1B,1:1B,1:1B,0:0NA,0:0NA,1:1B,0:0NA,1:1C,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,8,Y,63,58,1:1B,2:0,1:1A,1:1B,1:1A,1:1A,1:1A,0:0NA,0:0NA,0:0NA,0:0NA,1:1A,1:1B,1:1CR,2:1B-,1:1B-,1:1A,1:1A-,1:1B+,2:1B+,0:0NA,2:1B+
230741B,1,N,70,0,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,93.9,0,0:0NA,0:0NA,1:1B,1:1B,1:1C,1:1C,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,1,N,8,13,1:1B+,1:1B,1:1A,1:1A,1:1C,1:1C+,1:1B+,0:0NA,0:0NA,0:0NA,0:0NA,1:1B,1:1B,1:1CR,1:1C,1:1B,1:1A-,1:1C,0:0NA,0:0NA,0:0NA,1:1B
230741B,6,Y,3,140,1:1C,1:1D,2:0,1:1A,1:1C,1:1B,0:0NA,0:0NA,0:0NA,1:1B,1:1C,1:1C+,1:1B-,1:1CR,0:0NA,2:0,1:1B,1:1C,1:1C,1:1C,0:0NA,1:1C-
230741B,1,N,0,9,0:0NA,0:0NA,0:0NA,1:0F,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA,0:0NA
230741B,5,Y,99,49,1:1B-,2:0,1:1C,2:1B,1:1C,1:1C,1:1C,1:1A,1:1C+,0:0NA,0:0NA,1:1A,1:1B+,1:1CR,1:1C+,1:1B,1:1B,1:1C,1:1A-,1:1A,0:0NA,1:1C
